/a/abbey',2
/a/airport_terminal',1
/a/alley',2
/a/amphitheater',2
/a/amusement_park',2
/a/aquarium',1
/a/aqueduct',2
/a/arch',2
/a/art_gallery',1
/a/art_studio',1
/a/assembly_line',1
/a/attic',1
/a/auditorium',1
/a/apartment_building/outdoor',2
/b/badlands',2
/b/ballroom',1
/b/bamboo_forest',2
/b/banquet_hall',1
/b/bar',1
/b/baseball_field',2
/b/basement',1
/b/basilica',2
/b/bayou',2
/b/beauty_salon',1
/b/bedroom',1
/b/boardwalk',2
/b/boat_deck',2
/b/bookstore',1
/b/botanical_garden',2
/b/bowling_alley',1
/b/boxing_ring',1
/b/bridge',2
/b/building_facade',2
/b/bus_interior',1
/b/butchers_shop',1
/b/butte',2
/b/bakery/shop',1
/c/cafeteria',1
/c/campsite',2
/c/candy_store',1
/c/canyon',2
/c/castle',2
/c/cemetery',2
/c/chalet',2
/c/classroom',1
/c/closet',1
/c/clothing_store',1
/c/coast',2
/c/cockpit',1
/c/coffee_shop',1
/c/conference_center',1
/c/conference_room',1
/c/construction_site',2
/c/corn_field',2
/c/corridor',1
/c/cottage_garden',2
/c/courthouse',2
/c/courtyard',2
/c/creek',2
/c/crevasse',2
/c/crosswalk',2
/c/cathedral/outdoor',2
/c/church/outdoor',2
/d/dam',2
/d/dining_room',1
/d/dock',2
/d/dorm_room',1
/d/driveway',2
/d/desert/sand',2
/d/desert/vegetation',2
/d/dinette/home',1
/d/doorway/outdoor',2
/e/engine_room',1
/e/excavation',2
/f/fairway',2
/f/fire_escape',2
/f/fire_station',2
/f/food_court',1
/f/forest_path',2
/f/forest_road',2
/f/formal_garden',2
/f/fountain',2
/f/field/cultivated',2
/f/field/wild',2
/g/galley',1
/g/game_room',1
/g/garbage_dump',2
/g/gas_station',2
/g/gift_shop',1
/g/golf_course',2
/h/harbor',2
/h/herb_garden',2
/h/highway',2
/h/home_office',1
/h/hospital',2
/h/hospital_room',1
/h/hot_spring',2
/h/hotel_room',1
/h/hotel/outdoor',2
/i/ice_cream_parlor',1
/i/iceberg',2
/i/igloo',2
/i/islet',2
/i/ice_skating_rink/outdoor',2
/i/inn/outdoor',2
/j/jail_cell',1
/k/kasbah',2
/k/kindergarden_classroom',1
/k/kitchen',1
/k/kitchenette',1
/l/laundromat',1
/l/lighthouse',2
/l/living_room',1
/l/lobby',1
/l/locker_room',1
/m/mansion',2
/m/marsh',2
/m/martial_arts_gym',1
/m/mausoleum',2
/m/medina',2
/m/motel',2
/m/mountain',2
/m/mountain_snowy',2
/m/music_studio',1
/m/market/outdoor',2
/m/monastery/outdoor',2
/m/museum/indoor',1
/n/nursery',1
/o/ocean',2
/o/office',1
/o/office_building',2
/o/orchard',2
/p/pagoda',2
/p/palace',2
/p/pantry',1
/p/parking_lot',2
/p/parlor',1
/p/pasture',2
/p/patio',2
/p/pavilion',2
/p/phone_booth',2
/p/picnic_area',2
/p/playground',2
/p/plaza',2
/p/pond',2
/p/pulpit',1
/r/racecourse',2
/r/raft',2
/r/railroad_track',2
/r/rainforest',2
/r/reception',1
/r/residential_neighborhood',2
/r/restaurant',1
/r/restaurant_kitchen',1
/r/restaurant_patio',2
/r/rice_paddy',2
/r/river',2
/r/rock_arch',2
/r/rope_bridge',2
/r/ruin',2
/r/runway',2
/s/sandbar',2
/s/schoolhouse',2
/s/sea_cliff',2
/s/shed',2
/s/shoe_shop',1
/s/shopfront',2
/s/shower',1
/s/ski_resort',2
/s/ski_slope',2
/s/sky',2
/s/skyscraper',2
/s/slum',2
/s/snowfield',2
/s/staircase',1
/s/supermarket',1
/s/swamp',2
/s/stadium/baseball',2
/s/stadium/football',2
/s/stage/indoor',1
/s/subway_station/platform',1
/s/swimming_pool/outdoor',2
/t/television_studio',1
/t/topiary_garden',2
/t/tower',2
/t/train_railway',2
/t/tree_farm',2
/t/trench',2
/t/temple/east_asia',2
/t/temple/south_asia',2
/t/track/outdoor',2
/t/train_station/platform',1
/u/underwater/coral_reef',2
/v/valley',2
/v/vegetable_garden',2
/v/veranda',2
/v/viaduct',2
/v/volcano',2
/w/waiting_room',1
/w/water_tower',2
/w/watering_hole',2
/w/wheat_field',2
/w/wind_farm',2
/w/windmill',2
/y/yard',2